path,label,video_id,half,frame
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033241_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33241
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033242_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33242
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033481_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33481
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033609_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33609
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033610_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33610
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_039435_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,39435
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_042249_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,42249
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_044019_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,44019
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_044020_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,44020
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_046394_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,46394
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_049188_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,49188
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_050161_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,50161
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_050162_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,50162
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_059728_1,1,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,59728
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006959_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6959
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_017207_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,17207
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_013779_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,13779
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_027989_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,27989
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033507_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33507
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033621_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33621
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018861_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18861
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_050136_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,50136
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018858_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18858
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_027737_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,27737
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018854_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18854
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033257_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33257
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018898_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18898
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_046418_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,46418
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033256_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33256
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033586_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33586
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014924_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14924
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025119_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25119
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003338_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3338
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025215_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25215
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_029527_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,29527
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_015588_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,15588
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006906_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6906
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_044005_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,44005
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_013783_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,13783
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_027987_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,27987
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_049208_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,49208
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_039424_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,39424
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_046376_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,46376
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033632_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33632
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_013794_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,13794
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018903_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18903
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_015537_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,15537
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025170_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25170
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014963_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14963
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_049205_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,49205
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_039458_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,39458
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014959_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14959
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_027991_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,27991
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018850_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18850
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014910_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14910
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033596_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33596
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_029485_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,29485
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_027774_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,27774
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_027778_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,27778
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025216_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25216
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006123_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6123
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_032404_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,32404
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_039417_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,39417
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006116_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6116
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_049167_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,49167
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_059713_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,59713
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_039405_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,39405
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_042238_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,42238
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025164_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25164
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_017276_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,17276
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003318_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3318
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006066_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6066
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003362_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3362
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025148_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25148
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_013790_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,13790
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_046421_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,46421
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_059702_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,59702
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003364_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3364
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003401_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3401
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025435_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25435
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025489_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25489
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_017279_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,17279
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006958_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6958
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_046409_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,46409
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018890_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18890
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_028024_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,28024
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025114_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25114
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_050148_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,50148
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033270_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33270
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_059740_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,59740
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033261_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33261
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033501_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33501
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025109_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25109
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_018860_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,18860
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003363_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3363
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003397_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3397
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_033228_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,33228
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003331_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3331
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_028022_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,28022
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_029491_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,29491
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_042272_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,42272
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003269_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3269
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_049176_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,49176
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006875_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6875
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_039454_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,39454
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025169_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25169
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006078_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6078
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_017273_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,17273
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_046423_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,46423
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014927_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14927
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_050133_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,50133
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014919_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14919
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006114_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6114
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003225_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3225
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_059741_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,59741
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003332_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3332
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_032390_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,32390
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_028025_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,28025
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_006921_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,6921
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025213_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25213
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_014961_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,14961
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_029484_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,29484
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_013792_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,13792
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_017203_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,17203
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_003390_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,3390
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_025478_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,25478
header_net/cache/cache_header/2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt_half2_019317_0,0,2015-04-11-16-30BayernMunich3-0EintrachtFrankfurt,2,19317
